landmark_name,image_url,cluster1,cluster2,cluster3
Лубянская площадь,landmark/Лубянская площадь/2.jpg,3,0,1
Лубянская площадь,landmark/Лубянская площадь/3.jpg,1,1,0
Мавзолей В. И. Ленина,landmark/Мавзолей В. И. Ленина/1.jpg,3,0,1
Мавзолей В. И. Ленина,landmark/Мавзолей В. И. Ленина/2.jpg,1,2,3
Мавзолей В. И. Ленина,landmark/Мавзолей В. И. Ленина/3.jpg,1,2,0
Манежная площадь,landmark/Манежная площадь/1.jpg,0,1,1
Манежная площадь,landmark/Манежная площадь/2.jpg,1,2,0
Манежная площадь,landmark/Манежная площадь/3.jpg,3,2,2
Площадь Революции,landmark/Площадь Революции/1.jpg,3,3,1
Площадь Революции,landmark/Площадь Революции/2.jpg,1,0,1
Площадь Революции,landmark/Площадь Революции/3.jpg,3,1,0
Площадь у м. Третьяковская,landmark/Площадь у м. Третьяковская/1.jpg,1,3,1
Площадь у м. Третьяковская,landmark/Площадь у м. Третьяковская/2.jpg,3,1,2
Площадь у м. Третьяковская,landmark/Площадь у м. Третьяковская/3.jpg,3,1,1
Спортна София,landmark/Спортна София/1.jpg,3,1,2
Спортна София,landmark/Спортна София/2.jpg,3,2,0
Спортна София,landmark/Спортна София/3.jpg,3,3,0
Стадион Раковски (Rakovski Stadium),landmark/Стадион Раковски (Rakovski Stadium)/1.jpg,1,0,3
Стадион Раковски (Rakovski Stadium),landmark/Стадион Раковски (Rakovski Stadium)/2.jpg,3,0,3
Стадион Раковски (Rakovski Stadium),landmark/Стадион Раковски (Rakovski Stadium)/3.jpg,2,3,0
Тверская площадь,landmark/Тверская площадь/1.jpg,3,3,0
Тверская площадь,landmark/Тверская площадь/2.jpg,2,3,1
Тверская площадь,landmark/Тверская площадь/3.jpg,3,3,0
Триумфальная площадь,landmark/Триумфальная площадь/1.jpg,3,0,0
Триумфальная площадь,landmark/Триумфальная площадь/2.jpg,0,3,1
Триумфальная площадь,landmark/Триумфальная площадь/3.jpg,0,3,2
공묘와 국자감,landmark/공묘와 국자감/1.jpg,3,0,2
구 식물원,landmark/구 식물원/1.jpg,1,0,1
구 식물원,landmark/구 식물원/2.jpg,1,2,3
국가대극원,landmark/국가대극원/1.jpg,3,2,2
국가대극원,landmark/국가대극원/2.jpg,0,2,3
국가도서관,landmark/국가도서관/1.jpg,0,1,0
국가도서관,landmark/국가도서관/2.jpg,1,1,2
국가도서관,landmark/국가도서관/3.jpg,3,1,0
긴카쿠지(은각사),landmark/긴카쿠지(은각사)/1.jpg,0,1,0
긴카쿠지(은각사),landmark/긴카쿠지(은각사)/2.jpg,3,3,1
긴카쿠지(은각사),landmark/긴카쿠지(은각사)/3.jpg,3,0,1
까사 깔베뜨,landmark/까사 깔베뜨/1.jpg,1,3,3
까사 깔베뜨,landmark/까사 깔베뜨/2.jpg,3,3,2
나디스 재즈클럽,landmark/나디스 재즈클럽/1.jpg,3,2,2
나디스 재즈클럽,landmark/나디스 재즈클럽/2.jpg,1,3,0
나바스 거리,landmark/나바스 거리/1.jpg,3,0,2
나바스 거리,landmark/나바스 거리/2.jpg,2,2,1
난바 파크스,landmark/난바 파크스/1.jpg,3,2,2
난바 파크스,landmark/난바 파크스/2.jpg,0,2,2
난바 파크스,landmark/난바 파크스/3.jpg,0,1,0
노부 인터콘티넨탈,landmark/노부 인터콘티넨탈/1.jpg,3,3,0
노부 인터콘티넨탈,landmark/노부 인터콘티넨탈/2.jpg,3,2,0
노이어 마르크트,landmark/노이어 마르크트/1.jpg,0,3,1
누 이터리,landmark/누 이터리/1.jpg,0,3,1
누 이터리,landmark/누 이터리/2.jpg,0,1,1
누 이터리,landmark/누 이터리/3.jpg,2,2,3
니넨자카,landmark/니넨자카/1.jpg,1,1,0
니넨자카,landmark/니넨자카/2.jpg,2,0,2
니넨자카,landmark/니넨자카/3.jpg,1,0,2
더 레이크(센트럴 파크),landmark/더 레이크(센트럴 파크)/1.jpg,1,2,1
더 레이크(센트럴 파크),landmark/더 레이크(센트럴 파크)/2.jpg,0,2,1
더 무스 & 루 레스토랑,landmark/더 무스 & 루 레스토랑/1.jpg,1,3,3
더 무스 & 루 레스토랑,landmark/더 무스 & 루 레스토랑/2.jpg,1,3,3
더 울프하운드 아이리쉬 펍,landmark/더 울프하운드 아이리쉬 펍/1.jpg,1,0,3
데보드 신전,landmark/데보드 신전/1.jpg,3,2,2
데보드 신전,landmark/데보드 신전/2.jpg,0,0,0
덴포잔 대관람차,landmark/덴포잔 대관람차/1.jpg,0,1,0
덴포잔 대관람차,landmark/덴포잔 대관람차/2.jpg,2,1,0
동해대학,landmark/동해대학/1.jpg,1,2,0
동해대학,landmark/동해대학/2.jpg,3,1,0
동해대학,landmark/동해대학/3.jpg,3,0,3
두오모,landmark/두오모/1.jpg,1,2,1
두오모,landmark/두오모/2.jpg,0,0,3
디지,landmark/디지/1.jpg,1,1,1
디지,landmark/디지/2.jpg,0,2,3
롬바드 스트리트,landmark/롬바드 스트리트/1.jpg,0,1,1
롬바드 스트리트,landmark/롬바드 스트리트/2.jpg,3,1,1
롬바드 스트리트,landmark/롬바드 스트리트/3.jpg,3,1,2
루소의 아틀리에,landmark/루소의 아틀리에/1.jpg,0,0,0
루소의 아틀리에,landmark/루소의 아틀리에/2.jpg,2,2,3
리젠트 극장,landmark/리젠트 극장/1.jpg,2,0,2
마리아 루이사 공원,landmark/마리아 루이사 공원/1.jpg,1,0,1
마리아 루이사 공원,landmark/마리아 루이사 공원/2.jpg,2,0,2
마티니,landmark/마티니/1.jpg,1,0,3
메다 스파,landmark/메다 스파/1.jpg,3,0,1
메다 스파,landmark/메다 스파/2.jpg,3,1,3
메실라우 리조트,landmark/메실라우 리조트/1.jpg,3,3,2
모이스,landmark/모이스/1.jpg,0,0,2
뮤즈,landmark/뮤즈/1.jpg,2,0,1
뮤즈,landmark/뮤즈/2.jpg,3,1,3
미니아투르크,landmark/미니아투르크/1.jpg,1,2,2
미니아투르크,landmark/미니아투르크/2.jpg,3,0,1
밀라노 중앙역,landmark/밀라노 중앙역/1.jpg,0,1,0
밀라노 중앙역,landmark/밀라노 중앙역/2.jpg,3,0,2
바르비종,landmark/바르비종/1.jpg,1,2,3
바르비종,landmark/바르비종/2.jpg,2,1,0
바티니,landmark/바티니/1.jpg,0,2,2
바티니,landmark/바티니/3.jpg,3,2,2
뱀부바,landmark/뱀부바/1.jpg,3,3,1
뱀부바,landmark/뱀부바/2.jpg,0,0,2
베르나베우 스타디움,landmark/베르나베우 스타디움/1.jpg,0,1,0
베르나베우 스타디움,landmark/베르나베우 스타디움/2.jpg,0,3,1
베르지,landmark/베르지/1.jpg,3,1,0
베르지,landmark/베르지/2.jpg,3,1,0
베이레르베이 궁전,landmark/베이레르베이 궁전/1.jpg,1,1,3
보트하우스 앤 프렐류드,landmark/보트하우스 앤 프렐류드/1.jpg,3,0,0
보트하우스 앤 프렐류드,landmark/보트하우스 앤 프렐류드/2.jpg,1,1,0
보트하우스 앤 프렐류드,landmark/보트하우스 앤 프렐류드/3.jpg,0,2,2
붉은 시청사,landmark/붉은 시청사/1.jpg,1,0,1
붉은 시청사,landmark/붉은 시청사/2.jpg,1,3,3
뷰지스 홍콩,landmark/뷰지스 홍콩/1.jpg,1,3,3
뷰티 엠포리엄,landmark/뷰티 엠포리엄/1.jpg,3,2,0
뷰티 엠포리엄,landmark/뷰티 엠포리엄/2.jpg,2,1,0
브라운 슈가(실롬 점),landmark/브라운 슈가(실롬 점)/1.jpg,3,0,3
브루클린 다리 공원,landmark/브루클린 다리 공원/1.jpg,3,1,3
브루클린 다리 공원,landmark/브루클린 다리 공원/2.jpg,1,0,2
블리스,landmark/블리스/2.jpg,1,3,3
비아 페라타,landmark/비아 페라타/1.jpg,1,0,3
비아 페라타,landmark/비아 페라타/2.jpg,3,1,1
빠뚜타패,landmark/빠뚜타패/1.jpg,1,1,0
삭바얀 피크,landmark/삭바얀 피크/1.jpg,3,3,2
산 마르코 광장,landmark/산 마르코 광장/1.jpg,3,2,2
산 프란체스코 성당,landmark/산 프란체스코 성당/1.jpg,3,2,1
산타 마르게리따 광장,landmark/산타 마르게리따 광장/1.jpg,3,0,0
산타 마르게리따 광장,landmark/산타 마르게리따 광장/2.jpg,3,3,2
산타 마리아 델 포폴로 성당,landmark/산타 마리아 델 포폴로 성당/1.jpg,3,1,2
산타 마리아 델 포폴로 성당,landmark/산타 마리아 델 포폴로 성당/3.jpg,3,1,2
산타루치아 항구,landmark/산타루치아 항구/1.jpg,3,0,1
산토 토마스 대학,landmark/산토 토마스 대학/1.jpg,3,1,3
삼수당,landmark/삼수당/1.jpg,0,0,0
삼수당,landmark/삼수당/2.jpg,3,1,1
성 세르기우스와 바쿠스 교회,landmark/성 세르기우스와 바쿠스 교회/2.jpg,3,1,0
세인트 패트릭 대성당,landmark/세인트 패트릭 대성당/1.jpg,3,1,3
세인트 패트릭 대성당,landmark/세인트 패트릭 대성당/2.jpg,3,2,1
센테니얼 파크,landmark/센테니얼 파크/1.jpg,2,2,0
소니 센터,landmark/소니 센터/1.jpg,1,1,0
소니 센터,landmark/소니 센터/2.jpg,0,3,3
솔스티스 선 라운지,landmark/솔스티스 선 라운지/1.jpg,3,3,2
술탄 압둘 사마드 빌딩,landmark/술탄 압둘 사마드 빌딩/1.jpg,3,0,1
술탄 압둘 사마드 빌딩,landmark/술탄 압둘 사마드 빌딩/2.jpg,1,2,0
슈투바이 빙하,landmark/슈투바이 빙하/1.jpg,3,0,1
슈투바이 빙하,landmark/슈투바이 빙하/2.jpg,0,3,2
슈투바이 빙하,landmark/슈투바이 빙하/3.jpg,1,1,2
스카이다이브 엑스드림,landmark/스카이다이브 엑스드림/1.jpg,3,1,2
스카이다이브 엑스드림,landmark/스카이다이브 엑스드림/2.jpg,3,3,2
스카이다이브 엑스드림,landmark/스카이다이브 엑스드림/3.jpg,0,1,3
스컬프쳐 스퀘어,landmark/스컬프쳐 스퀘어/1.jpg,0,1,0
스컬프쳐 스퀘어,landmark/스컬프쳐 스퀘어/2.jpg,3,1,1
스키 360,landmark/스키 360/1.jpg,0,2,2
스키 360,landmark/스키 360/2.jpg,3,2,3
스키 360,landmark/스키 360/3.jpg,3,3,2
승리의 광장,landmark/승리의 광장/1.jpg,3,0,3
승리의 광장,landmark/승리의 광장/2.jpg,1,1,0
시드니 페리,landmark/시드니 페리/1.jpg,2,0,0
시사이드 모모치 해변공원,landmark/시사이드 모모치 해변공원/1.jpg,1,0,1
시사이드 모모치 해변공원,landmark/시사이드 모모치 해변공원/2.jpg,3,1,2
시사이드 모모치 해변공원,landmark/시사이드 모모치 해변공원/3.jpg,0,1,3
싼깜팽 온천,landmark/싼깜팽 온천/1.jpg,2,2,1
싼깜팽 온천,landmark/싼깜팽 온천/2.jpg,3,3,1
싼깜팽 온천,landmark/싼깜팽 온천/3.jpg,1,1,0
아우구스티너켈러,landmark/아우구스티너켈러/2.jpg,0,3,0
아잠 교회,landmark/아잠 교회/1.jpg,0,1,0
아잠 교회,landmark/아잠 교회/2.jpg,0,1,2
아친 스트리트 모스크,landmark/아친 스트리트 모스크/1.jpg,0,2,2
얍초이 하우스,landmark/얍초이 하우스/1.jpg,0,1,1
오데옹 극장,landmark/오데옹 극장/1.jpg,3,2,2
오데옹 극장,landmark/오데옹 극장/2.jpg,3,0,1
오도구,landmark/오도구/1.jpg,3,0,1
오푸스,landmark/오푸스/1.jpg,1,1,1
올림피아 공원,landmark/올림피아 공원/1.jpg,3,1,3
올림피아 공원,landmark/올림피아 공원/2.jpg,3,1,3
왓 쑤언독,landmark/왓 쑤언독/2.jpg,1,3,0
왕궁,landmark/왕궁/1.jpg,3,1,2
왕궁,landmark/왕궁/2.jpg,1,1,2
왕궁,landmark/왕궁/3.jpg,2,3,1
위앙 꿈깜,landmark/위앙 꿈깜/2.jpg,0,1,3
위앙 꿈깜,landmark/위앙 꿈깜/3.jpg,1,1,1
윌리엄스타운,landmark/윌리엄스타운/1.jpg,0,2,1
유니언 스퀘어,landmark/유니언 스퀘어/1.jpg,3,1,0
유니언 스퀘어,landmark/유니언 스퀘어/2.jpg,1,1,0
유니언 스퀘어,landmark/유니언 스퀘어/3.jpg,1,0,3
유니온 스퀘어,landmark/유니온 스퀘어/1.jpg,3,0,1
유니온 스퀘어,landmark/유니온 스퀘어/2.jpg,0,1,0
유대교 회당,landmark/유대교 회당/1.jpg,3,0,0
유대교 회당,landmark/유대교 회당/2.jpg,1,1,2
인썸니아,landmark/인썸니아/1.jpg,3,1,1
일중가상권,landmark/일중가상권/1.jpg,3,0,2
일중가상권,landmark/일중가상권/2.jpg,0,2,2
임비아 룩 아웃,landmark/임비아 룩 아웃/1.jpg,3,2,2
재패니즈 빌리지,landmark/재패니즈 빌리지/1.jpg,0,3,2
재패니즈 빌리지,landmark/재패니즈 빌리지/2.jpg,1,3,0
전승 기념탑,landmark/전승 기념탑/1.jpg,1,0,3
전승 기념탑,landmark/전승 기념탑/2.jpg,3,2,1
젠다르멘 광장,landmark/젠다르멘 광장/1.jpg,1,0,3
카사 데 캄포,landmark/카사 데 캄포/1.jpg,1,0,3
카사 데 캄포,landmark/카사 데 캄포/2.jpg,1,3,0
카이저 빌헬름 기념교회,landmark/카이저 빌헬름 기념교회/1.jpg,0,1,3
카이저 빌헬름 기념교회,landmark/카이저 빌헬름 기념교회/2.jpg,3,1,3
카지노 빈,landmark/카지노 빈/1.jpg,3,2,1
칼차이우올리 거리,landmark/칼차이우올리 거리/1.jpg,3,1,2
칼차이우올리 거리,landmark/칼차이우올리 거리/2.jpg,0,2,0
코르소 스트리트,landmark/코르소 스트리트/1.jpg,2,0,0
코메디 프랑세즈,landmark/코메디 프랑세즈/1.jpg,2,0,3
코메디 프랑세즈,landmark/코메디 프랑세즈/2.jpg,3,0,2
코메디 프랑세즈,landmark/코메디 프랑세즈/3.jpg,2,3,0
쿡 선장의 집,landmark/쿡 선장의 집/1.jpg,2,2,1
퀴리날레 궁전,landmark/퀴리날레 궁전/1.jpg,3,0,1
킨카쿠지(금각사),landmark/킨카쿠지(금각사)/1.jpg,3,0,1
킨카쿠지(금각사),landmark/킨카쿠지(금각사)/2.jpg,1,0,2
킨카쿠지(금각사),landmark/킨카쿠지(금각사)/3.jpg,0,0,3
킹 루드비히 비어 홀,landmark/킹 루드비히 비어 홀/1.jpg,0,1,0
탑 오브 더 락,landmark/탑 오브 더 락/1.jpg,1,1,1
탑 오브 더 락,landmark/탑 오브 더 락/2.jpg,1,1,2
테로 광장,landmark/테로 광장/1.jpg,1,1,0
테로 광장,landmark/테로 광장/2.jpg,3,1,1
트라피스트 수도원,landmark/트라피스트 수도원/1.jpg,3,1,0
트라피스트 수도원,landmark/트라피스트 수도원/2.jpg,1,1,1
파노라마 1453,landmark/파노라마 1453/1.jpg,1,0,3
파노라마 1453,landmark/파노라마 1453/2.jpg,3,0,1
파리 동역,landmark/파리 동역/1.jpg,0,2,3
파리 동역,landmark/파리 동역/2.jpg,0,2,1
파티가스 델 께레르,landmark/파티가스 델 께레르/2.jpg,0,3,1
파후랏,landmark/파후랏/1.jpg,1,0,1
파후랏,landmark/파후랏/2.jpg,3,2,2
파후랏,landmark/파후랏/3.jpg,1,2,3
페예노르트 스타디움,landmark/페예노르트 스타디움/1.jpg,0,1,1
페예노르트 스타디움,landmark/페예노르트 스타디움/2.jpg,1,1,1
펠그림 파더 교회,landmark/펠그림 파더 교회/1.jpg,1,1,1
펠그림 파더 교회,landmark/펠그림 파더 교회/2.jpg,3,1,1
펠그림 파더 교회,landmark/펠그림 파더 교회/3.jpg,2,0,0
포츠다머 플라츠,landmark/포츠다머 플라츠/1.jpg,2,0,2
포츠다머 플라츠,landmark/포츠다머 플라츠/2.jpg,3,0,0
푸롱 해변,landmark/푸롱 해변/1.jpg,3,2,0
푸롱 해변,landmark/푸롱 해변/2.jpg,1,2,1
푸르비에르 노틀담 성당,landmark/푸르비에르 노틀담 성당/1.jpg,3,0,3
푸르비에르 노틀담 성당,landmark/푸르비에르 노틀담 성당/2.jpg,0,1,0
푸르비에르 노틀담 성당,landmark/푸르비에르 노틀담 성당/3.jpg,3,3,0
프란치스카너키르헤,landmark/프란치스카너키르헤/1.jpg,1,2,0
프란치스카너키르헤,landmark/프란치스카너키르헤/2.jpg,3,2,3
플래그스태프 정원,landmark/플래그스태프 정원/1.jpg,1,0,2
피셔맨스 워프,landmark/피셔맨스 워프/1.jpg,0,2,2
피셔맨스 워프,landmark/피셔맨스 워프/2.jpg,3,0,3
하버 브리지 등반,landmark/하버 브리지 등반/1.jpg,0,2,1
하이 라인,landmark/하이 라인/1.jpg,0,1,1
하이 라인,landmark/하이 라인/2.jpg,3,1,0
해골사원,landmark/해골사원/2.jpg,3,1,2
호젠지요코초,landmark/호젠지요코초/1.jpg,1,0,3
호젠지요코초,landmark/호젠지요코초/2.jpg,3,2,1
호젠지요코초,landmark/호젠지요코초/3.jpg,3,1,0
후시미 이나리 신사,landmark/후시미 이나리 신사/1.jpg,3,1,3
후시미 이나리 신사,landmark/후시미 이나리 신사/2.jpg,3,0,1
후시미 이나리 신사,landmark/후시미 이나리 신사/3.jpg,1,2,1
후쿠오카 타워,landmark/후쿠오카 타워/1.jpg,3,3,2
후쿠오카 타워,landmark/후쿠오카 타워/2.jpg,1,2,0
